cgpa,dsa,communication,ml,webdev,cloud,cybersecurity,projects,internships,career
7.91,6,2,10,10,8,2,19,3,Cloud Engineer
6.56,10,7,3,6,3,5,19,3,Data Scientist
8.4,10,2,8,7,3,10,13,0,ML Engineer
9.41,10,10,3,5,5,5,7,4,Software Developer
5.35,4,7,1,5,6,2,6,2,Data Scientist
5.17,10,10,2,5,7,3,0,1,Data Scientist
9.26,8,2,6,8,10,6,14,5,Cloud Engineer
5.59,6,9,1,6,8,9,15,2,Cybersecurity Analyst
8.79,8,3,5,8,6,1,19,5,Software Developer
6.71,2,1,5,6,6,2,0,1,Data Scientist
6.7,1,6,3,3,8,3,19,2,Cloud Engineer
5.42,2,7,8,1,4,5,11,2,Data Scientist
7.39,5,3,3,6,10,6,18,2,Cloud Engineer
9.62,3,4,7,4,9,3,0,4,Cloud Engineer
9.51,8,4,1,6,8,10,20,1,Cybersecurity Analyst
5.95,10,2,2,4,1,10,16,5,Cybersecurity Analyst
5.01,8,1,1,1,4,9,19,3,Cybersecurity Analyst
5.51,10,2,8,5,3,6,0,0,ML Engineer
6.52,3,5,6,10,4,10,17,5,Cybersecurity Analyst
9.31,2,7,5,4,8,1,1,3,Cloud Engineer
7.19,4,8,9,3,7,4,16,1,Mobile App Developer
6.55,4,4,3,10,2,4,15,3,Data Scientist
8.74,10,10,6,10,7,3,4,0,Web Developer
9.09,4,8,5,4,3,5,3,4,Data Scientist
5.33,2,8,5,10,6,10,1,0,Web Developer
9.87,8,2,8,10,7,6,8,2,ML Engineer
9.33,8,2,1,8,1,4,5,1,Software Developer
9.19,10,8,9,2,8,3,1,5,ML Engineer
7.88,9,9,8,6,10,3,14,3,ML Engineer
7.42,8,10,6,6,10,4,9,3,Cloud Engineer
8.29,4,9,3,8,9,7,0,0,Web Developer
5.37,5,2,10,1,6,10,18,0,Cybersecurity Analyst
7.62,7,9,8,4,8,5,10,4,ML Engineer
5.42,4,2,1,8,5,3,19,3,Data Scientist
5.05,9,9,1,1,9,4,6,1,Cloud Engineer
5.69,5,7,9,2,7,4,1,4,Data Scientist
6.17,1,4,8,10,2,5,20,0,Data Scientist
6.59,2,5,3,6,1,7,7,0,Data Scientist
6.3,10,4,1,3,1,3,18,5,Data Scientist
8.92,4,2,2,7,6,10,4,0,Cybersecurity Analyst
6.36,4,8,9,10,6,8,19,4,Web Developer
6.22,7,1,6,5,5,3,17,5,Data Scientist
8.55,10,10,5,9,5,2,16,3,Web Developer
5.14,5,10,1,8,4,1,11,3,Web Developer
5.24,2,8,10,3,3,6,12,1,Mobile App Developer
6.85,1,6,4,6,3,7,8,5,Data Scientist
8.28,4,9,6,5,8,2,17,2,Cloud Engineer
8.03,8,5,6,6,6,4,18,1,Software Developer
6.57,9,4,1,4,2,10,19,5,Cybersecurity Analyst
8.15,10,8,9,10,5,8,19,4,ML Engineer
8.04,5,9,9,7,10,7,17,0,Cloud Engineer
6.53,2,5,1,3,6,10,1,1,Cybersecurity Analyst
9.59,10,6,8,10,4,1,19,1,ML Engineer
8.21,6,5,4,1,1,9,12,2,Cybersecurity Analyst
8.16,10,9,3,7,10,9,8,2,Cybersecurity Analyst
5.63,5,4,10,9,1,1,0,5,Data Scientist
5.46,9,9,6,8,9,10,2,4,Web Developer
5.36,9,10,9,10,1,8,12,0,ML Engineer
7.22,4,8,3,5,8,6,14,5,Cloud Engineer
5.38,6,8,2,5,1,2,0,1,Data Scientist
6.49,7,6,8,1,5,10,6,4,ML Engineer
7.35,7,6,8,1,7,4,3,4,ML Engineer
6.26,2,1,5,1,5,8,10,2,Cybersecurity Analyst
9.52,3,5,7,8,6,7,15,2,Data Scientist
6.26,3,5,7,7,3,5,16,2,Data Scientist
6.87,2,4,3,10,1,2,9,0,Data Scientist
6.36,4,1,10,5,3,6,0,1,Data Scientist
8.75,2,9,1,9,9,3,3,0,Web Developer
9.03,1,5,7,1,10,2,10,1,Cloud Engineer
5.42,4,2,1,2,9,10,8,3,Cybersecurity Analyst
9.07,7,8,8,5,8,4,9,0,ML Engineer
7.87,6,4,3,5,6,10,10,2,Cybersecurity Analyst
6.64,6,10,5,9,6,5,5,1,Web Developer
9.85,10,5,5,8,5,2,15,5,Software Developer
7.06,9,8,1,3,10,10,12,4,Cybersecurity Analyst
7.1,1,8,5,8,10,9,16,0,Web Developer
6.38,7,7,6,4,10,1,17,1,Cloud Engineer
9.9,1,9,2,3,5,6,3,3,Data Scientist
8.46,10,5,10,4,7,3,14,5,ML Engineer
8.44,2,1,4,1,7,6,20,2,DevOps Engineer
7.25,5,10,4,10,1,10,16,4,Web Developer
6.13,7,10,2,8,6,4,18,5,Web Developer
8.51,4,4,9,8,5,10,2,4,Cybersecurity Analyst
9.42,1,9,2,6,4,3,13,2,Mobile App Developer
6.33,6,7,3,10,2,7,20,5,Web Developer
5.3,7,2,4,9,6,9,7,3,Cybersecurity Analyst
8.21,7,5,4,7,2,1,16,2,Data Scientist
8.46,4,3,7,1,4,4,2,4,Data Scientist
6.14,8,1,1,2,8,3,16,5,Cloud Engineer
8.0,3,3,2,9,3,9,3,1,Cybersecurity Analyst
7.6,7,9,2,9,7,5,9,0,Web Developer
5.39,3,10,3,7,7,1,17,5,Mobile App Developer
6.35,2,3,1,7,10,5,5,4,Cloud Engineer
9.94,9,3,10,10,4,8,3,2,ML Engineer
9.84,7,7,6,7,9,3,16,1,Cloud Engineer
8.81,9,5,7,6,2,2,1,1,Software Developer
8.78,9,7,10,5,5,1,19,0,ML Engineer
8.72,5,5,9,9,8,7,17,1,Cloud Engineer
5.78,3,8,1,4,5,7,7,4,Data Scientist
6.04,8,10,10,10,10,10,2,2,ML Engineer
9.89,4,10,3,3,2,10,8,3,Cybersecurity Analyst
9.57,5,6,8,4,3,9,3,0,Cybersecurity Analyst
8.59,8,1,9,7,5,4,5,4,ML Engineer
9.72,7,7,9,6,8,6,2,0,ML Engineer
8.46,4,10,3,4,6,10,14,4,Cybersecurity Analyst
6.23,4,9,5,3,4,7,15,0,Mobile App Developer
6.7,9,1,3,6,4,8,11,5,Cybersecurity Analyst
5.24,9,3,2,2,1,5,16,4,Data Scientist
7.92,3,4,9,9,3,8,7,1,Cybersecurity Analyst
7.09,3,10,3,7,2,1,12,1,Mobile App Developer
6.11,5,1,4,7,10,9,14,1,Cybersecurity Analyst
9.93,2,10,3,2,1,6,11,1,Mobile App Developer
5.78,10,10,6,5,4,3,18,5,Mobile App Developer
7.8,6,6,6,9,1,8,13,4,Web Developer
8.12,10,8,4,5,9,7,8,4,Cloud Engineer
5.64,7,6,6,2,4,6,10,5,Data Scientist
8.46,4,3,8,2,5,9,5,2,Cybersecurity Analyst
5.91,1,5,1,4,3,5,19,4,Data Scientist
6.75,4,9,8,10,8,1,20,4,Web Developer
8.52,9,5,5,3,3,8,11,4,Cybersecurity Analyst
6.97,7,8,5,10,8,7,0,1,Web Developer
6.8,6,7,1,1,2,7,6,2,Data Scientist
8.33,8,6,5,1,5,8,20,5,Cybersecurity Analyst
5.64,8,4,3,5,10,9,11,5,Cybersecurity Analyst
9.69,6,1,5,6,4,1,9,3,Data Scientist
7.93,8,10,7,9,4,2,9,5,Web Developer
9.37,5,8,5,6,7,9,8,1,Cybersecurity Analyst
8.87,8,1,5,5,1,6,20,2,Software Developer
9.2,4,10,5,2,5,6,15,5,Mobile App Developer
7.86,2,7,4,6,10,6,14,2,Cloud Engineer
6.91,7,2,5,8,10,8,5,1,Cybersecurity Analyst
7.21,10,7,4,9,2,8,8,3,Web Developer
6.66,9,1,5,2,5,4,11,0,Data Scientist
9.35,7,8,6,2,2,7,4,2,Data Scientist
5.95,4,2,5,4,3,9,20,2,Cybersecurity Analyst
9.57,5,9,3,3,7,3,6,1,Data Scientist
8.34,2,6,1,4,1,6,1,0,Data Scientist
5.22,9,8,10,5,8,8,1,3,ML Engineer
5.41,10,8,6,8,3,8,4,2,Web Developer
8.68,3,2,5,9,2,10,11,3,Cybersecurity Analyst
5.74,6,3,1,3,3,6,1,5,Data Scientist
8.0,1,4,9,2,3,9,20,4,Cybersecurity Analyst
7.64,9,10,9,3,3,3,9,4,ML Engineer
5.74,10,6,10,6,5,4,13,4,ML Engineer
6.89,10,2,8,7,8,3,12,3,ML Engineer
7.39,3,4,7,8,3,3,7,3,Data Scientist
5.71,1,2,3,8,8,8,9,3,Cybersecurity Analyst
6.07,1,5,3,8,1,1,16,1,Data Scientist
9.73,3,8,5,9,6,5,0,4,Web Developer
5.85,3,7,1,6,5,3,1,1,Data Scientist
9.91,5,7,9,2,1,5,12,2,Data Scientist
9.95,3,10,6,5,1,6,1,0,Data Scientist
5.88,6,1,10,7,7,5,4,2,Data Scientist
6.97,7,6,4,5,8,10,3,2,Cybersecurity Analyst
7.52,1,7,7,4,10,9,20,0,Cybersecurity Analyst
6.22,3,6,4,9,3,1,18,5,Web Developer
6.29,3,5,8,7,6,10,10,5,Cybersecurity Analyst
8.05,4,5,8,1,10,3,1,3,Cloud Engineer
7.67,1,9,9,7,9,6,6,0,Cloud Engineer
7.91,1,4,2,2,1,2,3,2,Data Scientist
5.86,10,9,7,5,7,6,3,2,Data Scientist
9.12,6,2,9,7,8,3,6,2,Cloud Engineer
6.41,5,9,10,7,10,2,4,3,Cloud Engineer
8.56,4,10,10,7,4,1,17,2,Mobile App Developer
5.34,5,1,8,4,1,7,18,3,Data Scientist
7.16,9,7,8,3,5,6,8,2,ML Engineer
5.68,1,10,10,10,8,2,20,1,Web Developer
8.67,10,3,6,9,3,1,11,5,Software Developer
8.58,5,2,10,8,10,2,10,3,Cloud Engineer
5.3,9,7,7,3,1,2,15,3,Data Scientist
8.06,2,8,5,4,6,7,10,1,Mobile App Developer
9.71,8,6,10,6,8,1,5,2,ML Engineer
6.93,6,10,7,1,9,9,4,1,Cybersecurity Analyst
9.99,8,5,10,8,10,4,16,3,ML Engineer
9.36,2,5,5,6,6,3,20,3,Data Scientist
5.98,9,1,8,10,6,7,4,0,ML Engineer
9.3,3,9,7,8,5,10,8,5,Web Developer
6.47,1,9,9,5,8,6,14,3,Cloud Engineer
5.22,3,4,8,9,5,3,7,0,Data Scientist
5.41,10,8,8,8,2,8,6,4,ML Engineer
6.27,10,4,2,9,10,10,6,0,Cybersecurity Analyst
8.51,1,4,7,7,9,3,8,0,Cloud Engineer
7.52,5,3,6,8,7,5,4,4,Data Scientist
5.23,7,10,9,1,4,2,10,5,ML Engineer
6.7,9,2,8,1,5,8,5,2,ML Engineer
8.76,5,6,3,7,6,7,11,1,Data Scientist
7.62,7,2,8,10,4,1,19,0,ML Engineer
9.21,10,3,2,3,6,8,16,1,Cybersecurity Analyst
8.88,1,6,2,2,1,5,11,0,Data Scientist
7.51,2,9,5,1,10,10,17,0,Cybersecurity Analyst
5.82,7,6,2,6,10,6,15,5,Cloud Engineer
6.52,3,4,1,10,5,10,14,1,Cybersecurity Analyst
8.01,6,5,3,4,2,2,4,0,Data Scientist
7.88,5,4,7,8,5,6,12,3,Data Scientist
7.19,9,10,1,2,10,6,4,0,Cloud Engineer
8.94,8,2,6,8,7,5,20,1,Software Developer
5.94,8,6,6,8,3,1,17,1,Web Developer
5.32,4,8,5,1,3,3,6,2,Data Scientist
6.62,3,6,1,9,9,7,6,2,Web Developer
5.42,5,7,10,3,3,6,13,3,Data Scientist
8.8,1,3,1,7,7,6,8,3,DevOps Engineer
9.18,1,6,6,8,2,6,6,3,Web Developer
9.83,4,2,7,8,5,4,9,0,Data Scientist
9.63,6,10,2,3,10,9,3,2,Cybersecurity Analyst
6.93,5,3,2,2,10,6,4,1,Cloud Engineer
9.1,8,8,4,2,4,10,8,0,Cybersecurity Analyst
5.91,1,7,6,4,8,5,8,2,Cloud Engineer
8.63,8,4,2,1,1,10,14,0,Cybersecurity Analyst
8.2,8,5,4,3,8,9,0,4,Cybersecurity Analyst
6.55,4,1,8,1,10,7,15,0,Cloud Engineer
5.54,3,5,5,7,6,3,6,0,Data Scientist
9.48,10,1,7,3,9,1,5,2,Cloud Engineer
7.05,3,3,4,5,3,10,18,3,Cybersecurity Analyst
6.33,9,2,6,10,8,3,9,3,Cloud Engineer
8.66,9,7,7,5,7,2,15,2,Software Developer
9.87,10,4,10,10,8,7,11,5,ML Engineer
9.94,1,5,2,2,1,7,18,5,Data Scientist
7.33,6,9,8,1,10,8,10,1,Cybersecurity Analyst
5.7,10,1,5,7,6,5,8,3,Data Scientist
7.56,6,6,3,7,5,5,14,1,Data Scientist
9.93,9,9,8,9,5,8,0,4,ML Engineer
7.88,4,1,4,3,4,8,17,3,Cybersecurity Analyst
6.43,7,1,1,6,5,2,8,1,Data Scientist
7.56,5,4,5,2,9,7,11,1,Cloud Engineer
8.77,10,7,7,5,4,1,12,2,Software Developer
8.34,9,3,4,4,9,1,19,4,Cloud Engineer
8.32,8,8,2,10,2,6,20,3,Web Developer
6.28,10,3,4,6,9,4,17,0,Cloud Engineer
8.88,1,2,6,4,2,7,9,5,Data Scientist
9.04,1,6,1,3,6,2,19,0,Data Scientist
5.84,3,1,8,5,2,3,4,0,Data Scientist
8.26,10,2,10,2,2,5,3,3,ML Engineer
6.71,8,7,2,7,4,3,20,3,Data Scientist
8.78,7,3,7,5,7,4,0,4,Data Scientist
9.65,5,3,1,6,6,5,16,5,Data Scientist
9.76,10,3,3,2,8,7,7,5,Cloud Engineer
7.91,1,6,7,1,10,3,13,1,Cloud Engineer
7.66,10,5,3,7,6,1,17,3,Data Scientist
5.44,1,7,2,5,6,10,4,5,Cybersecurity Analyst
6.11,7,3,7,6,2,2,20,1,Data Scientist
6.66,7,7,5,2,7,8,5,2,Cybersecurity Analyst
9.11,5,1,2,6,10,3,13,1,Cloud Engineer
9.92,3,10,4,4,9,8,14,2,Cybersecurity Analyst
9.86,4,4,3,10,2,6,4,2,Data Scientist
5.61,10,5,10,7,2,8,6,3,ML Engineer
6.78,1,3,8,8,7,7,16,2,DevOps Engineer
7.84,7,5,3,2,10,3,19,4,Cloud Engineer
7.92,9,8,9,3,6,9,19,1,ML Engineer
6.22,1,2,2,7,3,6,13,3,Data Scientist
7.75,9,1,7,1,9,9,0,4,Cybersecurity Analyst
8.05,5,6,3,4,2,7,18,1,Data Scientist
5.67,6,10,8,5,5,10,20,0,Cybersecurity Analyst
9.16,3,4,2,6,9,8,9,0,Cybersecurity Analyst
6.67,1,4,2,10,2,8,19,4,Cybersecurity Analyst
8.13,6,9,7,3,5,10,20,2,Cybersecurity Analyst
6.71,3,2,5,4,5,2,8,3,Data Scientist
6.44,3,1,4,5,9,1,18,1,Cloud Engineer
5.1,4,1,6,8,6,5,16,5,Data Scientist
7.78,9,5,4,9,5,5,18,5,Data Scientist
9.99,2,5,3,5,1,1,18,5,Data Scientist
5.49,2,2,5,7,2,9,14,0,Cybersecurity Analyst
8.76,5,4,3,1,1,3,20,4,Data Scientist
6.5,3,2,8,3,1,1,18,2,Data Scientist
6.19,7,5,9,2,2,2,16,1,ML Engineer
5.52,10,3,9,4,6,7,10,1,ML Engineer
7.33,5,2,9,5,9,5,13,2,Cloud Engineer
8.74,9,4,2,1,6,10,7,0,Cybersecurity Analyst
9.6,8,5,1,1,4,7,16,5,Software Developer
6.58,4,7,10,8,10,6,8,5,Web Developer
8.79,4,8,10,5,3,10,16,0,Cybersecurity Analyst
8.43,5,6,8,4,2,6,17,1,Data Scientist
6.48,9,4,5,10,7,2,1,3,Data Scientist
6.39,3,8,4,5,1,6,2,3,Data Scientist
5.88,7,4,8,8,7,4,17,3,ML Engineer
6.64,6,4,3,3,2,4,13,5,Data Scientist
5.11,10,1,8,4,10,5,19,2,ML Engineer
9.21,4,3,8,6,5,4,20,5,Data Scientist
8.56,1,7,2,6,2,5,9,5,Data Scientist
8.26,2,4,9,10,7,7,18,0,DevOps Engineer
7.46,2,3,2,10,7,3,9,2,DevOps Engineer
7.25,7,4,10,4,3,2,1,2,ML Engineer
7.1,1,10,5,7,2,5,8,4,Data Scientist
6.81,3,4,10,3,10,5,9,5,Cloud Engineer
7.81,5,2,6,5,5,2,12,4,Data Scientist
8.71,5,9,2,1,4,5,8,1,Data Scientist
5.14,6,5,9,7,6,7,11,0,Data Scientist
6.82,4,4,6,10,8,6,20,1,Cloud Engineer
5.33,4,1,1,5,2,10,0,2,Cybersecurity Analyst
9.15,2,1,4,4,8,7,14,4,Cloud Engineer
7.8,10,8,9,6,5,7,10,3,ML Engineer
8.08,4,7,8,1,4,1,16,5,Data Scientist
5.74,9,4,3,9,8,9,20,1,Cybersecurity Analyst
8.39,10,3,5,4,9,3,10,2,Cloud Engineer
5.87,8,2,1,10,2,10,16,1,Cybersecurity Analyst
6.96,9,8,6,6,1,9,1,3,Cybersecurity Analyst
7.38,3,5,3,10,4,2,18,2,Data Scientist
8.71,6,10,10,1,4,8,1,4,Cybersecurity Analyst
6.3,1,3,5,1,8,7,7,4,Cloud Engineer
8.25,5,6,9,9,4,10,11,0,Web Developer
7.61,6,1,2,2,8,5,1,2,Cloud Engineer
8.65,5,9,5,8,1,8,7,5,Web Developer
6.2,5,1,1,5,9,2,8,1,Cloud Engineer
7.77,2,2,9,9,2,9,11,2,Cybersecurity Analyst
5.19,2,8,5,2,7,10,5,3,Cybersecurity Analyst
6.59,3,2,9,8,4,4,16,3,Data Scientist
5.73,10,6,5,8,1,6,19,0,Web Developer
9.8,3,7,9,4,4,2,5,5,Data Scientist
8.69,5,10,8,7,8,2,17,2,Cloud Engineer
9.89,6,3,6,10,7,10,9,0,Cybersecurity Analyst
7.04,8,10,4,8,5,3,17,2,Web Developer
7.79,6,3,2,10,7,2,8,0,DevOps Engineer
6.12,6,3,9,8,3,1,13,3,Data Scientist
5.27,7,1,4,1,9,6,3,0,Cloud Engineer
9.52,4,2,7,5,1,6,16,3,Data Scientist
5.09,9,4,9,7,7,6,11,3,ML Engineer
5.45,10,3,6,1,4,3,18,5,Data Scientist
9.71,1,3,6,6,5,1,13,1,Data Scientist
7.16,6,3,2,3,4,2,17,3,Data Scientist
9.68,1,4,10,5,3,3,10,5,Data Scientist
9.35,1,10,5,4,7,3,4,0,Data Scientist
8.26,10,9,7,1,5,8,8,5,Cybersecurity Analyst
8.22,1,8,7,2,9,3,0,0,Cloud Engineer
9.48,7,6,4,8,1,1,12,2,Web Developer
7.25,2,10,10,7,7,2,16,2,Mobile App Developer
9.56,7,8,5,1,4,7,8,4,Data Scientist
6.78,1,6,4,9,7,5,1,2,Web Developer
6.33,9,10,5,7,6,2,15,2,Mobile App Developer
6.5,4,3,6,9,7,5,2,0,Data Scientist
6.73,6,1,1,6,2,7,13,4,Data Scientist
6.65,2,1,5,10,7,10,4,3,Cybersecurity Analyst
5.43,9,2,2,8,2,6,5,2,Data Scientist
7.13,8,1,1,10,10,1,7,0,Cloud Engineer
6.19,9,6,7,3,7,1,0,2,Data Scientist
8.96,8,5,3,8,1,5,1,3,Software Developer
7.47,1,9,8,5,7,8,8,3,Cybersecurity Analyst
6.52,9,3,2,6,4,8,6,4,Cybersecurity Analyst
5.39,6,1,1,2,4,3,20,5,Data Scientist
9.18,9,2,3,7,1,1,6,5,Software Developer
8.47,8,10,9,4,3,9,2,0,ML Engineer
5.42,1,2,3,8,9,7,19,4,Cloud Engineer
7.14,2,2,2,2,2,6,15,3,Data Scientist
9.64,4,6,8,1,8,8,0,2,Cybersecurity Analyst
6.97,9,1,10,4,7,4,0,1,ML Engineer
8.01,9,8,8,2,9,7,9,0,ML Engineer
8.25,9,9,6,1,8,6,15,3,Cloud Engineer
8.03,8,3,2,6,3,8,13,1,Cybersecurity Analyst
5.06,10,7,3,8,2,5,17,2,Web Developer
5.79,10,5,1,1,10,5,4,0,Cloud Engineer
9.49,10,4,5,6,5,8,15,5,Cybersecurity Analyst
5.89,4,10,9,7,3,2,10,3,Mobile App Developer
9.12,4,4,7,1,5,1,19,0,Data Scientist
9.34,5,7,1,4,6,3,20,4,Data Scientist
5.32,3,3,2,8,4,9,19,3,Cybersecurity Analyst
6.77,3,3,4,3,10,1,15,1,Cloud Engineer
9.71,5,6,2,1,6,1,19,3,Data Scientist
6.76,2,10,8,8,7,2,2,2,Web Developer
8.04,9,10,9,10,7,1,14,4,ML Engineer
8.32,6,4,4,6,6,3,13,3,Data Scientist
6.04,3,9,6,6,2,1,9,1,Data Scientist
8.9,5,9,1,3,1,2,17,3,Mobile App Developer
8.36,9,10,3,5,5,4,18,1,Software Developer
9.74,6,4,5,9,3,5,18,4,Data Scientist
7.39,8,3,1,1,7,1,7,0,Data Scientist
5.36,8,7,4,5,1,5,18,2,Data Scientist
5.03,6,5,5,6,2,1,4,4,Data Scientist
5.88,8,4,7,6,4,9,0,4,Cybersecurity Analyst
8.28,6,6,3,4,8,9,18,3,Cybersecurity Analyst
7.27,6,1,9,2,2,7,14,2,Data Scientist
5.81,3,2,6,9,7,1,9,3,DevOps Engineer
7.3,5,6,3,9,4,8,9,0,Web Developer
9.74,2,2,5,4,8,10,14,1,Cybersecurity Analyst
8.08,7,8,10,2,9,8,4,4,ML Engineer
6.17,7,3,10,7,5,2,10,2,ML Engineer
8.79,4,9,10,9,5,6,14,0,Web Developer
9.93,5,9,4,4,5,1,18,0,Mobile App Developer
7.12,8,1,5,7,10,9,1,4,Cybersecurity Analyst
8.86,4,2,1,7,7,3,17,1,DevOps Engineer
6.01,5,7,6,8,2,9,5,3,Web Developer
9.31,4,10,2,2,7,10,3,1,Cybersecurity Analyst
7.25,7,6,9,5,9,7,11,4,ML Engineer
5.8,1,5,2,9,8,7,17,2,Cloud Engineer
9.76,3,2,6,6,5,7,19,4,Data Scientist
9.33,8,4,9,1,6,9,15,1,ML Engineer
8.64,6,9,1,3,8,1,12,3,Cloud Engineer
7.78,8,3,6,3,7,2,14,5,DevOps Engineer
6.78,9,5,8,9,9,4,1,0,ML Engineer
8.03,4,4,1,10,1,1,2,0,Data Scientist
8.9,9,5,6,6,6,7,0,1,Software Developer
8.95,4,8,5,2,10,1,13,3,Cloud Engineer
7.3,7,9,7,3,10,2,9,1,Cloud Engineer
9.96,8,4,1,6,5,3,11,4,Software Developer
6.7,5,4,4,2,3,8,4,0,Cybersecurity Analyst
8.09,1,10,2,8,5,8,2,5,Web Developer
5.72,7,10,3,2,10,10,16,2,Cybersecurity Analyst
5.39,1,1,6,9,9,8,12,0,Cybersecurity Analyst
6.97,3,7,2,2,6,9,12,1,Cybersecurity Analyst
6.09,6,5,10,10,8,4,11,5,Cloud Engineer
8.07,5,10,2,2,7,1,10,1,Mobile App Developer
6.06,9,8,9,10,8,6,2,1,ML Engineer
5.63,4,6,3,3,9,3,1,4,Cloud Engineer
6.98,1,5,1,10,6,1,12,1,Data Scientist
5.68,4,9,1,1,4,10,14,4,Cybersecurity Analyst
8.0,5,2,9,1,8,1,19,2,Cloud Engineer
5.98,4,9,10,6,2,8,14,3,Cybersecurity Analyst
9.81,3,8,4,7,3,4,12,0,Mobile App Developer
9.08,6,4,6,5,4,3,15,4,Data Scientist
5.97,7,6,7,9,3,2,10,5,Web Developer
5.46,10,5,8,10,1,8,15,0,ML Engineer
9.84,10,3,8,5,2,6,3,3,ML Engineer
5.18,9,6,2,3,10,10,19,2,Cybersecurity Analyst
5.13,10,9,10,8,6,6,12,5,ML Engineer
6.1,2,10,8,10,2,1,11,3,Web Developer
8.25,10,3,4,7,4,2,8,3,Software Developer
7.24,1,10,3,8,10,9,7,1,Web Developer
8.96,2,1,8,9,8,2,10,5,Cloud Engineer
8.32,9,3,1,3,3,3,15,2,Software Developer
9.87,6,3,8,8,3,5,3,0,Data Scientist
6.4,5,6,8,9,10,7,17,4,Web Developer
7.99,9,7,9,1,5,9,15,4,ML Engineer
9.94,1,9,7,1,1,2,15,5,Mobile App Developer
5.45,1,2,7,3,3,3,11,3,Data Scientist
9.66,7,9,2,1,5,8,18,4,Cybersecurity Analyst
9.0,7,3,5,8,8,5,10,0,Cloud Engineer
8.42,1,10,5,7,3,3,0,1,Data Scientist
7.43,2,3,6,6,2,10,0,3,Cybersecurity Analyst
6.87,4,9,1,6,5,10,14,3,Cybersecurity Analyst
8.27,9,10,6,4,5,1,18,4,Software Developer
5.01,7,10,3,3,2,3,9,1,Data Scientist
9.84,2,10,9,5,4,10,16,3,Cybersecurity Analyst
7.15,8,10,7,10,3,10,10,0,Web Developer
7.58,3,2,7,9,8,1,14,0,Cloud Engineer
5.18,6,6,10,4,9,9,15,3,Cybersecurity Analyst
5.91,8,4,8,8,1,3,5,2,ML Engineer
8.07,6,10,4,9,10,3,3,0,Web Developer
5.43,3,10,9,7,8,1,20,5,Cloud Engineer
5.88,6,4,9,2,6,2,18,5,Data Scientist
6.05,4,5,10,2,10,7,8,1,Cloud Engineer
6.19,8,5,7,6,2,2,13,2,Data Scientist
8.43,8,10,2,1,6,3,4,1,Software Developer
7.47,8,9,4,4,6,4,8,4,Data Scientist
5.28,5,3,9,9,8,7,18,5,Cloud Engineer
6.55,9,10,3,7,6,6,9,5,Data Scientist
6.98,9,2,10,4,6,1,1,3,ML Engineer
6.44,10,9,9,7,1,9,2,3,ML Engineer
7.66,3,1,4,6,9,6,2,1,Cloud Engineer
9.08,2,4,10,10,2,6,20,1,Data Scientist
8.22,10,7,6,1,1,6,9,1,Software Developer
6.09,9,3,10,5,2,10,16,5,ML Engineer
7.73,9,2,9,3,9,5,14,2,ML Engineer
9.81,3,6,3,4,4,6,20,4,Data Scientist
8.24,1,6,5,2,5,1,11,5,Data Scientist
8.12,10,8,10,5,8,8,7,2,ML Engineer
6.29,4,5,6,10,9,8,20,4,Cybersecurity Analyst
8.93,7,2,10,7,7,7,7,0,ML Engineer
6.52,3,8,5,5,3,2,15,0,Mobile App Developer
8.84,6,2,2,4,7,10,3,3,Cybersecurity Analyst
5.28,3,1,7,5,6,3,4,3,Data Scientist
8.24,5,10,3,8,6,5,20,3,Web Developer
6.28,1,8,9,7,5,1,9,0,Data Scientist
9.36,4,9,1,6,4,8,18,3,Cybersecurity Analyst
8.13,1,8,2,2,4,8,1,2,Cybersecurity Analyst
5.87,7,9,1,3,3,9,10,3,Cybersecurity Analyst
7.39,3,7,10,8,10,10,12,4,Web Developer
9.89,5,1,3,6,4,1,0,2,Data Scientist
6.63,4,6,2,10,9,4,3,2,Web Developer
8.19,7,6,2,3,4,8,19,0,Cybersecurity Analyst
7.8,5,8,1,9,9,3,7,2,Web Developer
5.22,4,8,7,3,9,8,20,5,Cybersecurity Analyst
9.47,7,8,6,1,9,3,5,1,Cloud Engineer
6.52,3,6,3,6,4,1,13,2,Data Scientist
9.11,6,7,1,5,6,4,3,3,Data Scientist
8.5,10,10,3,5,2,5,12,1,Software Developer
6.87,3,4,9,2,1,4,9,3,Data Scientist
6.62,1,8,9,6,3,6,5,0,Data Scientist
6.41,5,7,9,7,8,1,15,1,Cloud Engineer
5.67,6,6,2,6,10,10,17,0,Cybersecurity Analyst
8.77,8,7,2,8,7,1,12,3,Web Developer
5.43,8,3,10,5,10,8,6,3,ML Engineer
8.11,5,10,6,5,9,8,5,2,Cybersecurity Analyst
9.43,10,6,8,3,6,5,2,2,ML Engineer
8.06,2,6,8,10,4,10,6,4,Web Developer
7.89,9,6,4,6,10,3,11,2,Cloud Engineer
6.89,5,4,3,7,6,5,6,5,Data Scientist
6.82,7,5,1,4,7,2,6,3,Data Scientist
8.68,4,9,6,5,4,10,4,1,Cybersecurity Analyst
5.36,6,7,6,9,4,8,6,4,Web Developer
5.41,9,3,1,9,5,6,6,4,Data Scientist
9.78,5,5,4,9,4,4,11,1,Data Scientist
7.52,2,8,1,2,5,3,10,2,Mobile App Developer
8.87,7,8,3,2,10,5,1,4,Cloud Engineer
8.21,8,4,8,1,6,10,10,3,ML Engineer
8.4,1,9,5,2,10,2,8,0,Cloud Engineer
9.14,7,10,4,10,6,1,4,5,Web Developer
